,Value,Weight,Solution
150,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
151,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
152,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
153,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
154,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
155,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
156,2921.0,1481.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 42]"
157,2899.0,1477.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 61, 39, 58, 13]"
158,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
159,2887.0,1479.0,"[22, 40, 47, 14, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 15]"
160,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
161,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
162,2892.0,1461.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 45]"
163,2885.0,1484.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 93]"
164,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
165,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
166,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
167,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
168,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
169,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
170,2954.0,1482.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 85]"
171,2892.0,1491.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 70]"
172,2889.0,1462.0,"[22, 40, 47, 14, 86, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 19]"
173,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
174,2957.0,1495.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
175,2957.0,1495.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
176,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
177,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
178,2963.0,1485.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 4]"
179,2907.0,1480.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 100]"
180,2907.0,1480.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 100]"
181,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
182,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
183,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
184,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
185,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
186,2949.0,1495.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 92]"
187,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
188,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
189,2973.0,1461.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 45]"
190,2941.0,1464.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
191,2904.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 5]"
192,2904.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 5]"
193,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
194,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
195,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
196,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
197,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
198,2918.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 65]"
199,2918.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 65]"
200,2918.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 65]"
201,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
202,2957.0,1479.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
203,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
204,2964.0,1498.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 85]"
205,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
206,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
207,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
208,2909.0,1472.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
209,2961.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 75]"
210,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
211,2914.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 81]"
212,2914.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 81]"
213,2904.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 5]"
214,2948.0,1489.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 93]"
215,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
216,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
217,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
218,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
219,2936.0,1481.0,"[22, 40, 47, 14, 86, 88, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 45]"
220,2973.0,1489.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 51]"
221,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
222,2916.0,1481.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 76]"
223,2916.0,1481.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 76]"
224,2916.0,1481.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 76]"
